th_lat,th_long,pH_H2O,N,P,K
47.15024,16.13421,4.81,1.1,< LOD,101.9
47.15024,16.13421,4.81,1.1,< LOD,101.9
47.15024,16.13421,4.81,1.1,< LOD,101.9
47.15024,16.13421,4.81,1.1,< LOD,101.9
47.27427,16.17536,4.93,1.3,< LOD,51.2
47.27427,16.17536,4.93,1.3,< LOD,51.2
47.27427,16.17536,4.93,1.3,< LOD,51.2
47.27427,16.17536,4.93,1.3,< LOD,51.2
47.12326,16.28969,4.85,3.1,12.3,114.8
47.12326,16.28969,4.85,3.1,12.3,114.8
47.12326,16.28969,4.85,3.1,12.3,114.8
47.12326,16.28969,4.85,3.1,12.3,114.8
47.24569,16.35751,5.8,2,< LOD,165.8
47.24569,16.35751,5.8,2,< LOD,165.8
47.24569,16.35751,5.8,2,< LOD,165.8
47.24569,16.35751,5.8,2,< LOD,165.8
47.29637,16.41678,6.48,2.2,< LOD,42.1
47.29637,16.41678,6.48,2.2,< LOD,42.1
47.29637,16.41678,6.48,2.2,< LOD,42.1
47.48882,16.52059,6.81,2,68,277.2
47.48882,16.52059,6.81,2,68,277.2
47.48882,16.52059,6.81,2,68,277.2
47.48882,16.52059,6.81,2,68,277.2
47.5541,16.63556,6.37,1.4,58.1,315.5
47.5541,16.63556,6.37,1.4,58.1,315.5
47.5541,16.63556,6.37,1.4,58.1,315.5
47.5541,16.63556,6.37,1.4,58.1,315.5
47.9287,16.71116,7.98,2.1,17.5,329.1
47.9287,16.71116,7.98,2.1,17.5,329.1
47.9287,16.71116,7.98,2.1,17.5,329.1
47.9287,16.71116,7.98,2.1,17.5,329.1
47.86506,16.86385,8.09,2.9,62.2,367.8
47.86506,16.86385,8.09,2.9,62.2,367.8
47.86506,16.86385,8.09,2.9,62.2,367.8
47.94616,17.00926,7.84,1.6,< LOD,146.2
47.94616,17.00926,7.84,1.6,< LOD,146.2
47.94616,17.00926,7.84,1.6,< LOD,146.2
47.94616,17.00926,7.84,1.6,< LOD,146.2
47.87283,17.02603,8.15,2,22.3,220.2
47.87283,17.02603,8.15,2,22.3,220.2
47.87283,17.02603,8.15,2,22.3,220.2
47.74579,17.03537,8.3,2.7,28.4,323.3
47.74579,17.03537,8.3,2.7,28.4,323.3
47.74579,17.03537,8.3,2.7,28.4,323.3
47.74579,17.03537,8.3,2.7,28.4,323.3
48.131649493,14.501514307,7.52,1.9,44.5,134.4
48.13165,14.50151,7.52,1.9,44.5,134.4
48.13165,14.50151,7.52,1.9,44.5,134.4
48.13165,14.50151,7.52,1.9,44.5,134.4
48.03631,14.62739,5.82,4.2,20.2,115.6
48.03631,14.62739,5.82,4.2,20.2,115.6
48.03631,14.62739,5.82,4.2,20.2,115.6
48.03631,14.62739,5.82,4.2,20.2,115.6
48.162,14.63887,4.74,3.8,19.4,294.1
48.162,14.63887,4.74,3.8,19.4,294.1
48.162,14.63887,4.74,3.8,19.4,294.1
48.162,14.63887,4.74,3.8,19.4,294.1
48.08676,14.71267,6.8,2.1,53.3,217.6
48.08676,14.71267,6.8,2.1,53.3,217.6
48.08676,14.71267,6.8,2.1,53.3,217.6
48.08676,14.71267,6.8,2.1,53.3,217.6
48.14063,14.71768,5.84,2.5,22.3,227.4
48.14063,14.71768,5.84,2.5,22.3,227.4
48.14063,14.71768,5.84,2.5,22.3,227.4
48.14063,14.71768,5.84,2.5,22.3,227.4
47.90376,14.77615,6.93,12.1,17.8,524.5
47.90376,14.77615,6.93,12.1,17.8,524.5
47.90376,14.77615,6.93,12.1,17.8,524.5
47.90376,14.77615,6.93,12.1,17.8,524.5
48.01148,14.78626,6.8,3.4,77.2,368.6
48.01148,14.78626,6.8,3.4,77.2,368.6
48.01148,14.78626,6.8,3.4,77.2,368.6
48.01148,14.78626,6.8,3.4,77.2,368.6
48.67205,14.9311,6.11,4.1,14,405.5
48.67205,14.9311,6.11,4.1,14,405.5
48.67205,14.9311,6.11,4.1,14,405.5
48.67205,14.9311,6.11,4.1,14,405.5
48.58112,14.94929,5.57,3,31.4,289.3
48.58112,14.94929,5.57,3,31.4,289.3
48.58112,14.94929,5.57,3,31.4,289.3
48.58112,14.94929,5.57,3,31.4,289.3
47.8045,14.98089,6.39,6.1,< LOD,145
47.8045,14.98089,6.39,6.1,< LOD,145
48.57624,15.05747,6.24,2.3,59.2,506.4
48.57624,15.05747,6.24,2.3,59.2,506.4
48.57624,15.05747,6.24,2.3,59.2,506.4
48.57624,15.05747,6.24,2.3,59.2,506.4
48.61213,15.06111,4.05,3.5,30.2,148
48.61213,15.06111,4.05,3.5,30.2,148
48.61213,15.06111,4.05,3.5,30.2,148
48.61213,15.06111,4.05,3.5,30.2,148
48.8992,15.09042,3.78,2.6,18.5,43.4
48.8992,15.09042,3.78,2.6,18.5,43.4
48.8992,15.09042,3.78,2.6,18.5,43.4
48.8992,15.09042,3.78,2.6,18.5,43.4
47.89181,15.04301,4.52,2.3,< LOD,87
47.89181,15.04301,4.52,2.3,< LOD,87
47.89181,15.04301,4.52,2.3,< LOD,87
47.89181,15.04301,4.52,2.3,< LOD,87
48.24953,15.10566,4.85,4.2,< LOD,69.7
48.24953,15.10566,4.85,4.2,< LOD,69.7
48.24953,15.10566,4.85,4.2,< LOD,69.7
48.24953,15.10566,4.85,4.2,< LOD,69.7
48.33925,15.11475,3.88,6.2,23.4,94.9
48.33925,15.11475,3.88,6.2,23.4,94.9
48.33925,15.11475,3.88,6.2,23.4,94.9
48.33925,15.11475,3.88,6.2,23.4,94.9
48.62508,15.1712,6.21,2.4,75.9,392
48.62508,15.1712,6.21,2.4,75.9,392
48.62508,15.1712,6.21,2.4,75.9,392
48.94799,15.20494,3.94,1.8,24.9,51.7
48.94799,15.20494,3.94,1.8,24.9,51.7
48.94799,15.20494,3.94,1.8,24.9,51.7
48.94799,15.20494,3.94,1.8,24.9,51.7
48.01373,15.13569,6.54,3.8,12.5,172
48.01373,15.13569,6.54,3.8,12.5,172
48.01373,15.13569,6.54,3.8,12.5,172
48.01373,15.13569,6.54,3.8,12.5,172
48.08552,15.14295,7.26,5.9,< LOD,155.2
48.08552,15.14295,7.26,5.9,< LOD,155.2
48.08552,15.14295,7.26,5.9,< LOD,155.2
48.08552,15.14295,7.26,5.9,< LOD,155.2
48.85703,15.22271,6.48,1.6,29.5,82.5
48.85703,15.22271,6.48,1.6,29.5,82.5
48.85703,15.22271,6.48,1.6,29.5,82.5
48.85703,15.22271,6.48,1.6,29.5,82.5
47.77791,15.1655,7.18,5.7,11.2,89.5
47.77791,15.1655,7.18,5.7,11.2,89.5
47.97533,15.18551,4.87,3.1,< LOD,86.3
47.97533,15.18551,4.87,3.1,< LOD,86.3
47.97533,15.18551,4.87,3.1,< LOD,86.3
47.97533,15.18551,4.87,3.1,< LOD,86.3
48.71097,15.26185,5.28,1.5,23,156.1
48.71097,15.26185,5.28,1.5,23,156.1
48.71097,15.26185,5.28,1.5,23,156.1
48.71097,15.26185,5.28,1.5,23,156.1
47.77665,15.19212,7.23,10,15.9,86.3
47.77665,15.19212,7.23,10,15.9,86.3
47.77665,15.19212,7.23,10,15.9,86.3
48.92362,15.33919,6.59,1.4,17.8,96.8
48.92362,15.33919,6.59,1.4,17.8,96.8
48.92362,15.33919,6.59,1.4,17.8,96.8
48.92362,15.33919,6.59,1.4,17.8,96.8
47.84333,15.30602,7.37,5.7,< LOD,134.6
47.84333,15.30602,7.37,5.7,< LOD,134.6
47.84333,15.30602,7.37,5.7,< LOD,134.6
47.84333,15.30602,7.37,5.7,< LOD,134.6
48.20219,15.34361,4.9,1.9,13.8,112
48.20219,15.34361,4.9,1.9,13.8,112
48.20219,15.34361,4.9,1.9,13.8,112
48.74034,15.40128,5.33,1.8,17.6,118.7
48.74034,15.40128,5.33,1.8,17.6,118.7
48.74034,15.40128,5.33,1.8,17.6,118.7
48.09324,15.35904,6.06,2.7,42.3,92.4
48.09324,15.35904,6.06,2.7,42.3,92.4
48.61347,15.41474,5.76,4.2,22.9,82.6
48.61347,15.41474,5.76,4.2,22.9,82.6
48.61347,15.41474,5.76,4.2,22.9,82.6
48.61347,15.41474,5.76,4.2,22.9,82.6
48.88116,15.47133,4.48,1.5,< LOD,44.7
48.88116,15.47133,4.48,1.5,< LOD,44.7
48.88116,15.47133,4.48,1.5,< LOD,44.7
47.85737,15.38785,7.01,8.4,< LOD,131.7
47.85737,15.38785,7.01,8.4,< LOD,131.7
47.85737,15.38785,7.01,8.4,< LOD,131.7
47.94708,15.39733,6.32,6.3,11.5,267.8
47.94708,15.39733,6.32,6.3,11.5,267.8
47.94708,15.39733,6.32,6.3,11.5,267.8
47.94708,15.39733,6.32,6.3,11.5,267.8
48.08797,15.46614,6.34,3.4,35,55.9
48.08797,15.46614,6.34,3.4,35,55.9
48.08797,15.46614,6.34,3.4,35,55.9
48.71438,15.562,4.72,2,< LOD,80.9
48.71438,15.562,4.72,2,< LOD,80.9
48.71438,15.562,4.72,2,< LOD,80.9
48.71438,15.562,4.72,2,< LOD,80.9
48.19292,15.53143,7.98,1.4,29.3,199.3
48.19292,15.53143,7.98,1.4,29.3,199.3
48.19292,15.53143,7.98,1.4,29.3,199.3
48.24402,15.59104,6.89,2.2,209,652.7
48.24402,15.59104,6.89,2.2,209,652.7
48.24402,15.59104,6.89,2.2,209,652.7
48.24402,15.59104,6.89,2.2,209,652.7
48.72821,15.64534,6.12,2,16.2,82.6
48.72821,15.64534,6.12,2,16.2,82.6
48.72821,15.64534,6.12,2,16.2,82.6
48.72821,15.64534,6.12,2,16.2,82.6
47.99018,15.61684,5.36,4.3,< LOD,235.8
47.99018,15.61684,5.36,4.3,< LOD,235.8
47.99018,15.61684,5.36,4.3,< LOD,235.8
47.99018,15.61684,5.36,4.3,< LOD,235.8
48.8137,15.73702,4.76,3.3,29.7,107.2
48.8137,15.73702,4.76,3.3,29.7,107.2
48.8137,15.73702,4.76,3.3,29.7,107.2
48.8137,15.73702,4.76,3.3,29.7,107.2
48.1116,15.71109,5.06,1.6,< LOD,109.5
48.1116,15.71109,5.06,1.6,< LOD,109.5
48.1116,15.71109,5.06,1.6,< LOD,109.5
48.43438,15.74777,8.19,1.7,40.9,437.9
48.43438,15.74777,8.19,1.7,40.9,437.9
48.43438,15.74777,8.19,1.7,40.9,437.9
48.43438,15.74777,8.19,1.7,40.9,437.9
48.25367,15.75418,7.85,1.7,104.4,477.1
48.25367,15.75418,7.85,1.7,104.4,477.1
48.25367,15.75418,7.85,1.7,104.4,477.1
48.25367,15.75418,7.85,1.7,104.4,477.1
48.73776,15.81008,6.93,3.2,11,222.9
48.73776,15.81008,6.93,3.2,11,222.9
48.73776,15.81008,6.93,3.2,11,222.9
48.73776,15.81008,6.93,3.2,11,222.9
47.91153,15.74232,6.34,21.2,54.9,442.9
47.91153,15.74232,6.34,21.2,54.9,442.9
47.91153,15.74232,6.34,21.2,54.9,442.9
47.67696,15.74277,4.97,2.8,16.4,77.8
47.67696,15.74277,4.97,2.8,16.4,77.8
47.67696,15.74277,4.97,2.8,16.4,77.8
47.67696,15.74277,4.97,2.8,16.4,77.8
48.16119,15.79759,5.46,1.9,< LOD,90.5
48.16119,15.79759,5.46,1.9,< LOD,90.5
48.16119,15.79759,5.46,1.9,< LOD,90.5
48.16119,15.79759,5.46,1.9,< LOD,90.5
48.68114,15.85797,8.0,1.8,36.1,498.6
48.68114,15.85797,8.0,1.8,36.1,498.6
48.68114,15.85797,8.0,1.8,36.1,498.6
48.80662,15.87278,6.31,1.5,33.9,215.6
48.80662,15.87278,6.31,1.5,33.9,215.6
48.80662,15.87278,6.31,1.5,33.9,215.6
48.80662,15.87278,6.31,1.5,33.9,215.6
47.65481,15.82039,7.1,10.4,22.2,165.6
47.65481,15.82039,7.1,10.4,22.2,165.6
47.65481,15.82039,7.1,10.4,22.2,165.6
47.65481,15.82039,7.1,10.4,22.2,165.6
48.4782,15.94277,7.42,3.1,< LOD,147.3
48.4782,15.94277,7.42,3.1,< LOD,147.3
48.4782,15.94277,7.42,3.1,< LOD,147.3
48.4782,15.94277,7.42,3.1,< LOD,147.3
47.74163,15.88374,4.79,18.9,60.4,328
47.74163,15.88374,4.79,18.9,60.4,328
48.22432,15.96685,6.35,2.7,40.8,202.5
48.22432,15.96685,6.35,2.7,40.8,202.5
48.22432,15.96685,6.35,2.7,40.8,202.5
48.22432,15.96685,6.35,2.7,40.8,202.5
48.70829,16.02476,8.15,2.1,10.6,526.7
48.70829,16.02476,8.15,2.1,10.6,526.7
48.70829,16.02476,8.15,2.1,10.6,526.7
48.70829,16.02476,8.15,2.1,10.6,526.7
48.24079,15.99581,8.02,2.1,20.6,256.6
48.24079,15.99581,8.02,2.1,20.6,256.6
48.24079,15.99581,8.02,2.1,20.6,256.6
48.24079,15.99581,8.02,2.1,20.6,256.6
48.6889,16.04968,8.19,1.8,21.4,414.1
48.6889,16.04968,8.19,1.8,21.4,414.1
48.6889,16.04968,8.19,1.8,21.4,414.1
48.6889,16.04968,8.19,1.8,21.4,414.1
47.73731,15.96349,5.31,17.4,59,244.4
47.73731,15.96349,5.31,17.4,59,244.4
48.30956,16.05811,7.8,2,16.7,232.9
48.30956,16.05811,7.8,2,16.7,232.9
48.30956,16.05811,7.8,2,16.7,232.9
48.30956,16.05811,7.8,2,16.7,232.9
47.96748,16.04417,6.66,11.8,< LOD,121.7
47.96748,16.04417,6.66,11.8,< LOD,121.7
47.96748,16.04417,6.66,11.8,< LOD,121.7
47.96748,16.04417,6.66,11.8,< LOD,121.7
48.29015,16.08282,8.04,1.6,< LOD,193.7
48.29015,16.08282,8.04,1.6,< LOD,193.7
48.29015,16.08282,8.04,1.6,< LOD,193.7
48.29015,16.08282,8.04,1.6,< LOD,193.7
47.76879,16.04746,7.33,6.4,16.1,376.2
47.76879,16.04746,7.33,6.4,16.1,376.2
47.76879,16.04746,7.33,6.4,16.1,376.2
47.76879,16.04746,7.33,6.4,16.1,376.2
48.57542,16.14472,7.66,1.6,< LOD,276.2
48.57542,16.14472,7.66,1.6,< LOD,276.2
48.57542,16.14472,7.66,1.6,< LOD,276.2
48.57542,16.14472,7.66,1.6,< LOD,276.2
47.55216,16.04866,7.23,6.1,35.2,88.5
47.55216,16.04866,7.23,6.1,35.2,88.5
47.55216,16.04866,7.23,6.1,35.2,88.5
47.55216,16.04866,7.23,6.1,35.2,88.5
48.62617,16.20543,7.71,2.4,21.5,636.4
48.62617,16.20543,7.71,2.4,21.5,636.4
48.62617,16.20543,7.71,2.4,21.5,636.4
48.62617,16.20543,7.71,2.4,21.5,636.4
47.53127,16.0995,5.45,3.7,42.5,110
47.53127,16.0995,5.45,3.7,42.5,110
47.53127,16.0995,5.45,3.7,42.5,110
47.53127,16.0995,5.45,3.7,42.5,110
47.65678,16.11439,4.74,5.3,32.3,201.2
47.65678,16.11439,4.74,5.3,32.3,201.2
47.65678,16.11439,4.74,5.3,32.3,201.2
47.65678,16.11439,4.74,5.3,32.3,201.2
48.49923,16.21684,8.1,1.8,17.5,302.2
48.49923,16.21684,8.1,1.8,17.5,302.2
48.49923,16.21684,8.1,1.8,17.5,302.2
48.49923,16.21684,8.1,1.8,17.5,302.2
47.81664,16.1603,7.58,4.2,61.6,650.9
47.81664,16.1603,7.58,4.2,61.6,650.9
47.81664,16.1603,7.58,4.2,61.6,650.9
47.81664,16.1603,7.58,4.2,61.6,650.9
48.40811,16.23266,8.24,1.8,19.1,243.9
48.40811,16.23266,8.24,1.8,19.1,243.9
48.40811,16.23266,8.24,1.8,19.1,243.9
48.6948,16.26853,8.06,2.1,11.5,384.4
48.6948,16.26853,8.06,2.1,11.5,384.4
48.6948,16.26853,8.06,2.1,11.5,384.4
48.6948,16.26853,8.06,2.1,11.5,384.4
48.47673,16.2955,8.0,1.8,< LOD,369.3
48.47673,16.2955,8.0,1.8,< LOD,369.3
48.47673,16.2955,8.0,1.8,< LOD,369.3
48.47673,16.2955,8.0,1.8,< LOD,369.3
48.40353,16.31343,5.08,1.5,< LOD,61.9
48.40353,16.31343,5.08,1.5,< LOD,61.9
48.40353,16.31343,5.08,1.5,< LOD,61.9
48.40353,16.31343,5.08,1.5,< LOD,61.9
48.45728,16.3202,8.19,1.7,14.1,255.7
48.45728,16.3202,8.19,1.7,14.1,255.7
48.45728,16.3202,8.19,1.7,14.1,255.7
48.45728,16.3202,8.19,1.7,14.1,255.7
47.46696,16.27822,5.77,5.6,42.4,221.3
47.46696,16.27822,5.77,5.6,42.4,221.3
47.46696,16.27822,5.77,5.6,42.4,221.3
47.46696,16.27822,5.77,5.6,42.4,221.3
47.98676,16.34223,8.28,2.1,< LOD,465.1
47.98676,16.34223,8.28,2.1,< LOD,465.1
47.98676,16.34223,8.28,2.1,< LOD,465.1
47.98676,16.34223,8.28,2.1,< LOD,465.1
48.6676,16.42866,7.77,1.9,10.5,279
48.6676,16.42866,7.77,1.9,10.5,279
48.6676,16.42866,7.77,1.9,10.5,279
48.6676,16.42866,7.77,1.9,10.5,279
48.75716,16.44025,7.55,1.3,16.9,139.3
48.75716,16.44025,7.55,1.3,16.9,139.3
48.75716,16.44025,7.55,1.3,16.9,139.3
48.75716,16.44025,7.55,1.3,16.9,139.3
48.09117,16.40919,7.87,2.4,31.4,642
48.09117,16.40919,7.87,2.4,31.4,642
48.09117,16.40919,7.87,2.4,31.4,642
48.09117,16.40919,7.87,2.4,31.4,642
48.32409,16.43883,7.36,1.7,33.7,285.3
48.32409,16.43883,7.36,1.7,33.7,285.3
48.32409,16.43883,7.36,1.7,33.7,285.3
48.53907,16.46649,7.81,2.6,12.7,654.1
48.53907,16.46649,7.81,2.6,12.7,654.1
48.53907,16.46649,7.81,2.6,12.7,654.1
48.53907,16.46649,7.81,2.6,12.7,654.1
48.57489,16.47113,8.0,1.8,40.9,430.3
48.57489,16.47113,8.0,1.8,40.9,430.3
48.57489,16.47113,8.0,1.8,40.9,430.3
48.57489,16.47113,8.0,1.8,40.9,430.3
48.44792,16.48187,8.19,1.5,11.2,147.3
48.44792,16.48187,8.19,1.5,11.2,147.3
48.44792,16.48187,8.19,1.5,11.2,147.3
48.44792,16.48187,8.19,1.5,11.2,147.3
48.77033,16.52392,6.97,2.2,14.3,542.3
48.77033,16.52392,6.97,2.2,14.3,542.3
48.77033,16.52392,6.97,2.2,14.3,542.3
48.77033,16.52392,6.97,2.2,14.3,542.3
48.42364,16.58726,4.82,2.1,14.5,93.9
48.42364,16.58726,4.82,2.1,14.5,93.9
48.42364,16.58726,4.82,2.1,14.5,93.9
48.51319,16.59906,7.83,1.7,13.8,235
48.51319,16.59906,7.83,1.7,13.8,235
48.51319,16.59906,7.83,1.7,13.8,235
48.51319,16.59906,7.83,1.7,13.8,235
47.93678,16.57784,8.03,2.3,10.5,291.4
47.93678,16.57784,8.03,2.3,10.5,291.4
47.93678,16.57784,8.03,2.3,10.5,291.4
47.93678,16.57784,8.03,2.3,10.5,291.4
48.09801,16.59876,8.03,1.9,23.2,362.1
48.09801,16.59876,8.03,1.9,23.2,362.1
48.09801,16.59876,8.03,1.9,23.2,362.1
48.09801,16.59876,8.03,1.9,23.2,362.1
48.63206,16.7238,7.89,1.3,17.1,299.7
48.63206,16.7238,7.89,1.3,17.1,299.7
48.63206,16.7238,7.89,1.3,17.1,299.7
48.63206,16.7238,7.89,1.3,17.1,299.7
48.3439,16.71228,8.28,1.4,10.3,180.2
48.3439,16.71228,8.28,1.4,10.3,180.2
48.3439,16.71228,8.28,1.4,10.3,180.2
48.3439,16.71228,8.28,1.4,10.3,180.2
48.66623,16.75569,7.84,2.5,22.2,568.3
48.66623,16.75569,7.84,2.5,22.2,568.3
48.66623,16.75569,7.84,2.5,22.2,568.3
48.66623,16.75569,7.84,2.5,22.2,568.3
48.48552,16.75844,8.21,1.2,< LOD,153
48.48552,16.75844,8.21,1.2,< LOD,153
48.48552,16.75844,8.21,1.2,< LOD,153
48.48552,16.75844,8.21,1.2,< LOD,153
48.2869,16.75881,7.23,2.1,15.9,79.3
48.2869,16.75881,7.23,2.1,15.9,79.3
48.2869,16.75881,7.23,2.1,15.9,79.3
48.2869,16.75881,7.23,2.1,15.9,79.3
48.10617,16.76163,8.2,1.9,< LOD,199.5
48.10617,16.76163,8.2,1.9,< LOD,199.5
48.10617,16.76163,8.2,1.9,< LOD,199.5
48.10617,16.76163,8.2,1.9,< LOD,199.5
48.24778,16.80766,8.1,1.6,16.6,161.7
48.24778,16.80766,8.1,1.6,16.6,161.7
48.24778,16.80766,8.1,1.6,16.6,161.7
48.24778,16.80766,8.1,1.6,16.6,161.7
48.13868,16.81996,7.6,4.1,< LOD,118.9
48.13868,16.81996,7.6,4.1,< LOD,118.9
48.13868,16.81996,7.6,4.1,< LOD,118.9
48.13868,16.81996,7.6,4.1,< LOD,118.9
48.69371,16.89588,8.0,2.1,27.2,563.9
48.69371,16.89588,8.0,2.1,27.2,563.9
48.69371,16.89588,8.0,2.1,27.2,563.9
48.69371,16.89588,8.0,2.1,27.2,563.9
46.69279,12.80883,5.09,6.4,36.8,253.7
46.69279,12.80883,5.09,6.4,36.8,253.7
46.69279,12.80883,5.09,6.4,36.8,253.7
46.69279,12.80883,5.09,6.4,36.8,253.7
47.03395,12.85336,6.52,0.9,< LOD,< LOD
47.03395,12.85336,6.52,0.9,< LOD,< LOD
46.69141,12.86104,5.14,3.5,25,121.7
46.69141,12.86104,5.14,3.5,25,121.7
46.69141,12.86104,5.14,3.5,25,121.7
46.67059,12.96445,5.61,3.5,11.2,89.5
46.67059,12.96445,5.61,3.5,11.2,89.5
46.67059,12.96445,5.61,3.5,11.2,89.5
46.67059,12.96445,5.61,3.5,11.2,89.5
46.65042,13.0417,5.16,6.4,18,108.6
46.65042,13.0417,5.16,6.4,18,108.6
46.65042,13.0417,5.16,6.4,18,108.6
46.65042,13.0417,5.16,6.4,18,108.6
46.97045,13.19161,5.21,4.6,11.7,53.1
46.97045,13.19161,5.21,4.6,11.7,53.1
46.97045,13.19161,5.21,4.6,11.7,53.1
46.77102,13.23194,4.54,6.1,24.7,145.9
46.57156,13.27199,4.16,11.8,30.4,258.9
46.57156,13.27199,4.16,11.8,30.4,258.9
46.58955,13.2731,5.76,6.8,21.7,233.2
46.58955,13.2731,5.76,6.8,21.7,233.2
46.98036,13.45516,5.69,4.2,23.1,97.9
46.98036,13.45516,5.69,4.2,23.1,97.9
46.98036,13.45516,5.69,4.2,23.1,97.9
46.98036,13.45516,5.69,4.2,23.1,97.9
46.61898,13.48384,7.1,5.6,10,96.8
46.61898,13.48384,7.1,5.6,10,96.8
46.61898,13.48384,7.1,5.6,10,96.8
46.61898,13.48384,7.1,5.6,10,96.8
46.67209,13.51347,6.66,12.1,26.9,120.1
46.67209,13.51347,6.66,12.1,26.9,120.1
47.01118,13.61507,5.59,4.4,17,174.8
47.01118,13.61507,5.59,4.4,17,174.8
47.01118,13.61507,5.59,4.4,17,174.8
46.63089,13.6675,6.53,6.2,< LOD,300.3
46.63089,13.6675,6.53,6.2,< LOD,300.3
46.63089,13.6675,6.53,6.2,< LOD,300.3
46.7388,13.67498,4.77,7.8,46.8,393.2
46.7388,13.67498,4.77,7.8,46.8,393.2
46.70104,13.72468,5.24,5.3,22.6,234.7
46.70104,13.72468,5.24,5.3,22.6,234.7
46.70104,13.72468,5.24,5.3,22.6,234.7
46.57425,13.7419,7.69,2.4,< LOD,69.3
46.57425,13.7419,7.69,2.4,< LOD,69.3
46.57425,13.7419,7.69,2.4,< LOD,69.3
46.57425,13.7419,7.69,2.4,< LOD,69.3
46.5904,13.79526,5.4,18,66.3,344.6
46.85732,13.89316,5.97,5.8,12.6,131.3
46.85732,13.89316,5.97,5.8,12.6,131.3
46.80244,13.91533,4.29,4.9,29.5,112.4
46.80244,13.91533,4.29,4.9,29.5,112.4
46.81754,13.99513,4.44,3.6,17.4,82.8
46.81754,13.99513,4.44,3.6,17.4,82.8
46.88551,14.10533,4.68,3.6,21.7,86.2
46.88551,14.10533,4.68,3.6,21.7,86.2
46.88551,14.10533,4.68,3.6,21.7,86.2
46.97439,14.13858,3.96,8.2,27.5,139.1
46.97439,14.13858,3.96,8.2,27.5,139.1
46.97439,14.13858,3.96,8.2,27.5,139.1
46.90047,14.18531,4.77,3.5,20.5,251.1
46.90047,14.18531,4.77,3.5,20.5,251.1
46.90047,14.18531,4.77,3.5,20.5,251.1
46.90047,14.18531,4.77,3.5,20.5,251.1
46.6478,14.1915,6.28,2.1,12.3,114.5
46.6478,14.1915,6.28,2.1,12.3,114.5
46.6478,14.1915,6.28,2.1,12.3,114.5
46.6478,14.1915,6.28,2.1,12.3,114.5
46.80856,14.23047,4.66,3.3,50.1,183.2
46.80856,14.23047,4.66,3.3,50.1,183.2
46.75361,14.25228,7.21,3,46,64.5
46.75361,14.25228,7.21,3,46,64.5
46.75361,14.25228,7.21,3,46,64.5
46.75361,14.25228,7.21,3,46,64.5
46.55485,14.26248,6.2,3.2,17.1,78.8
46.55485,14.26248,6.2,3.2,17.1,78.8
46.55485,14.26248,6.2,3.2,17.1,78.8
46.55485,14.26248,6.2,3.2,17.1,78.8
46.94923,14.32068,4.66,0.8,50,30.5
46.94923,14.32068,4.66,0.8,50,30.5
46.66062,14.32329,5.14,1.5,11,61.3
46.66062,14.32329,5.14,1.5,11,61.3
46.66062,14.32329,5.14,1.5,11,61.3
46.66062,14.32329,5.14,1.5,11,61.3
46.67859,14.32475,5.9,12,46.2,67
46.67859,14.32475,5.9,12,46.2,67
46.67859,14.32475,5.9,12,46.2,67
46.67859,14.32475,5.9,12,46.2,67
46.78643,14.33357,5.66,0.8,< LOD,91.5
46.78643,14.33357,5.66,0.8,< LOD,91.5
46.78643,14.33357,5.66,0.8,< LOD,91.5
46.78643,14.33357,5.66,0.8,< LOD,91.5
46.55172,14.34054,6.79,3.6,< LOD,80.1
46.55172,14.34054,6.79,3.6,< LOD,80.1
46.55172,14.34054,6.79,3.6,< LOD,80.1
46.55172,14.34054,6.79,3.6,< LOD,80.1
46.71243,14.37988,6.8,1.4,18,131.35
46.71243,14.37988,6.8,1.4,18,131.35
46.71243,14.37988,6.8,1.4,18,131.35
46.71243,14.37988,6.8,1.4,18,131.35
46.83823,14.39032,4.91,3.3,13.8,75.7
46.83823,14.39032,4.91,3.3,13.8,75.7
46.83823,14.39032,4.91,3.3,13.8,75.7
46.83823,14.39032,4.91,3.3,13.8,75.7
46.76528,14.41047,8.16,1.5,< LOD,76.8
46.76528,14.41047,8.16,1.5,< LOD,76.8
46.76528,14.41047,8.16,1.5,< LOD,76.8
46.76528,14.41047,8.16,1.5,< LOD,76.8
46.58448,14.42157,7.34,4.7,11.5,70.4
46.58448,14.42157,7.34,4.7,11.5,70.4
46.58448,14.42157,7.34,4.7,11.5,70.4
46.58448,14.42157,7.34,4.7,11.5,70.4
46.85298,14.47031,5.04,3.4,11.7,176.9
46.85298,14.47031,5.04,3.4,11.7,176.9
46.85298,14.47031,5.04,3.4,11.7,176.9
46.85298,14.47031,5.04,3.4,11.7,176.9
46.65421,14.47969,7.26,1.6,52.8,115.5
46.65421,14.47969,7.26,1.6,52.8,115.5
46.65421,14.47969,7.26,1.6,52.8,115.5
46.74188,14.53952,7.79,3.2,10.7,105
46.74188,14.53952,7.79,3.2,10.7,105
46.74188,14.53952,7.79,3.2,10.7,105
46.74188,14.53952,7.79,3.2,10.7,105
46.75763,14.59329,5.52,4.6,21.4,146.3
46.75763,14.59329,5.52,4.6,21.4,146.3
46.75763,14.59329,5.52,4.6,21.4,146.3
46.79357,14.59641,5.43,3.5,23.7,91.9
46.79357,14.59641,5.43,3.5,23.7,91.9
47.00692,14.66775,4.49,4.7,10.7,155.4
47.00692,14.66775,4.49,4.7,10.7,155.4
47.00692,14.66775,4.49,4.7,10.7,155.4
