th_lat,th_long,pH_H2O,N,P,K
65.12937,17.86851,3.87,1.8,24.5,59.1
65.12937,17.86851,3.87,1.8,24.5,59.1
65.12937,17.86851,3.87,1.8,24.5,59.1
65.20107,17.88933,4.27,1.2,27,55.4
65.20107,17.88933,4.27,1.2,27,55.4
65.20107,17.88933,4.27,1.2,27,55.4
65.88228,18.09342,4.52,1.2,38.9,34.6
65.88228,18.09342,4.52,1.2,38.9,34.6
65.88228,18.09342,4.52,1.2,38.9,34.6
65.88228,18.09342,4.52,1.2,38.9,34.6
66.00777,18.13232,4.09,1.4,29.2,36.1
66.00777,18.13232,4.09,1.4,29.2,36.1
66.00777,18.13232,4.09,1.4,29.2,36.1
66.00777,18.13232,4.09,1.4,29.2,36.1
64.33681,17.72917,4.33,2.1,34.7,107.6
64.33681,17.72917,4.33,2.1,34.7,107.6
64.33681,17.72917,4.33,2.1,34.7,107.6
64.33681,17.72917,4.33,2.1,34.7,107.6
64.63941,17.85511,4.34,27.6,16.2,32.4
64.63941,17.85511,4.34,27.6,16.2,32.4
64.63941,17.85511,4.34,27.6,16.2,32.4
64.63941,17.85511,4.34,27.6,16.2,32.4
64.74692,17.88564,4.27,3.1,< LOD,108.1
64.74692,17.88564,4.27,3.1,< LOD,108.1
64.74692,17.88564,4.27,3.1,< LOD,108.1
64.74692,17.88564,4.27,3.1,< LOD,108.1
64.49405,17.85592,4.86,10.2,< LOD,228.4
64.49405,17.85592,4.86,10.2,< LOD,228.4
64.49405,17.85592,4.86,10.2,< LOD,228.4
64.49405,17.85592,4.86,10.2,< LOD,228.4
65.30034,18.09001,4.37,0.9,14.8,28.6
65.94548,18.28888,3.72,2,22.9,49.6
65.94548,18.28888,3.72,2,22.9,49.6
65.94548,18.28888,3.72,2,22.9,49.6
65.94548,18.28888,3.72,2,22.9,49.6
64.74283,17.96856,4.21,12,30.8,213.9
65.06532,18.06272,4.85,18.6,15.6,420.8
65.06532,18.06272,4.85,18.6,15.6,420.8
65.06532,18.06272,4.85,18.6,15.6,420.8
66.40928,18.48353,4.52,1.1,12.8,25.8
66.40928,18.48353,4.52,1.1,12.8,25.8
66.40928,18.48353,4.52,1.1,12.8,25.8
64.04217,17.81323,4.89,10.8,23.7,319.4
64.04217,17.81323,4.89,10.8,23.7,319.4
64.04217,17.81323,4.89,10.8,23.7,319.4
64.04217,17.81323,4.89,10.8,23.7,319.4
64.36459,17.90268,4.92,1.4,56,46.7
64.36459,17.90268,4.92,1.4,56,46.7
64.36459,17.90268,4.92,1.4,56,46.7
64.36459,17.90268,4.92,1.4,56,46.7
64.84825,18.04128,3.94,11.7,45.5,335.9
64.84825,18.04128,3.94,11.7,45.5,335.9
64.84825,18.04128,3.94,11.7,45.5,335.9
64.84825,18.04128,3.94,11.7,45.5,335.9
63.98643,17.83891,4.7,1,23.3,36.7
63.98643,17.83891,4.7,1,23.3,36.7
63.98643,17.83891,4.7,1,23.3,36.7
63.98643,17.83891,4.7,1,23.3,36.7
64.1814,17.93399,4.21,1.4,14.3,35.4
64.1814,17.93399,4.21,1.4,14.3,35.4
64.1814,17.93399,4.21,1.4,14.3,35.4
64.1814,17.93399,4.21,1.4,14.3,35.4
64.59332,18.05121,4.38,15.6,12.1,127
64.59332,18.05121,4.38,15.6,12.1,127
64.59332,18.05121,4.38,15.6,12.1,127
64.59332,18.05121,4.38,15.6,12.1,127
65.84722,18.43321,4.81,1,< LOD,25.7
65.84722,18.43321,4.81,1,< LOD,25.7
65.84722,18.43321,4.81,1,< LOD,25.7
65.84722,18.43321,4.81,1,< LOD,25.7
66.04429,18.49698,4.79,0.8,14.7,28.2
66.04429,18.49698,4.79,0.8,14.7,28.2
66.04429,18.49698,4.79,0.8,14.7,28.2
66.04429,18.49698,4.79,0.8,14.7,28.2
66.65346,18.70103,4.96,0.4,12.2,25.2
66.65346,18.70103,4.96,0.4,12.2,25.2
64.94943,18.1981,4.26,10,12.1,135.2
64.94943,18.1981,4.26,10,12.1,135.2
64.94943,18.1981,4.26,10,12.1,135.2
64.94943,18.1981,4.26,10,12.1,135.2
64.1952,18.02033,4.1,15.3,23.9,362.5
64.1952,18.02033,4.1,15.3,23.9,362.5
64.1952,18.02033,4.1,15.3,23.9,362.5
64.1952,18.02033,4.1,15.3,23.9,362.5
66.05553,18.63325,4.61,0.8,14.2,27.5
66.05553,18.63325,4.61,0.8,14.2,27.5
66.05553,18.63325,4.61,0.8,14.2,27.5
66.05553,18.63325,4.61,0.8,14.2,27.5
66.25256,18.69916,4.53,12.6,30.8,289.2
66.25256,18.69916,4.53,12.6,30.8,289.2
67.86478,19.28369,4.12,10.9,75.3,96.3
67.86478,19.28369,4.12,10.9,75.3,96.3
67.86478,19.28369,4.12,10.9,75.3,96.3
67.86478,19.28369,4.12,10.9,75.3,96.3
64.62074,18.22666,4.27,1.1,68.5,137.2
64.62074,18.22666,4.27,1.1,68.5,137.2
64.62074,18.22666,4.27,1.1,68.5,137.2
64.62074,18.22666,4.27,1.1,68.5,137.2
64.04575,18.10134,4.47,1.7,< LOD,38
64.04575,18.10134,4.47,1.7,< LOD,38
64.04575,18.10134,4.47,1.7,< LOD,38
64.04575,18.10134,4.47,1.7,< LOD,38
64.31427,18.17847,4.82,6.4,< LOD,46.6
64.31427,18.17847,4.82,6.4,< LOD,46.6
64.31427,18.17847,4.82,6.4,< LOD,46.6
64.31427,18.17847,4.82,6.4,< LOD,46.6
64.63652,18.27324,4.26,0.9,14.8,48.2
64.63652,18.27324,4.26,0.9,14.8,48.2
64.63652,18.27324,4.26,0.9,14.8,48.2
66.62409,18.91699,4.8,0.5,24.6,31
66.62409,18.91699,4.8,0.5,24.6,31
66.62409,18.91699,4.8,0.5,24.6,31
66.62409,18.91699,4.8,0.5,24.6,31
66.69573,18.94229,5.12,0.7,17.6,23.8
66.69573,18.94229,5.12,0.7,17.6,23.8
68.23604,19.52757,4.2,1.4,< LOD,47
68.23604,19.52757,4.2,1.4,< LOD,47
68.23604,19.52757,4.2,1.4,< LOD,47
65.36839,18.54098,3.85,1.9,47.7,61.5
65.36839,18.54098,3.85,1.9,47.7,61.5
65.36839,18.54098,3.85,1.9,47.7,61.5
65.36839,18.54098,3.85,1.9,47.7,61.5
66.10248,18.78173,4.08,4.5,< LOD,139.8
66.10248,18.78173,4.08,4.5,< LOD,139.8
66.10248,18.78173,4.08,4.5,< LOD,139.8
66.74712,19.00598,4.95,0.9,17.9,35.9
66.74712,19.00598,4.95,0.9,17.9,35.9
64.43533,18.29701,4.16,31.3,45.6,94.2
64.43533,18.29701,4.16,31.3,45.6,94.2
64.43533,18.29701,4.16,31.3,45.6,94.2
64.43533,18.29701,4.16,31.3,45.6,94.2
64.75753,18.39367,4.62,1,20.6,42.8
64.75753,18.39367,4.62,1,20.6,42.8
64.75753,18.39367,4.62,1,20.6,42.8
64.75753,18.39367,4.62,1,20.6,42.8
64.99024,18.46508,5.05,1.2,< LOD,28.8
64.99024,18.46508,5.05,1.2,< LOD,28.8
64.99024,18.46508,5.05,1.2,< LOD,28.8
64.99024,18.46508,5.05,1.2,< LOD,28.8
65.15135,18.51531,4.7,1.6,29.2,39.7
65.15135,18.51531,4.7,1.6,29.2,39.7
65.15135,18.51531,4.7,1.6,29.2,39.7
65.15135,18.51531,4.7,1.6,29.2,39.7
64.93435,18.49018,4.82,0.7,29.9,26.1
64.93435,18.49018,4.82,0.7,29.9,26.1
64.93435,18.49018,4.82,0.7,29.9,26.1
64.93435,18.49018,4.82,0.7,29.9,26.1
64.73528,18.47106,3.61,12,24.6,50.3
64.73528,18.47106,3.61,12,24.6,50.3
64.73528,18.47106,3.61,12,24.6,50.3
64.73528,18.47106,3.61,12,24.6,50.3
65.05744,18.5711,4.44,15.5,62.6,192.2
65.05744,18.5711,4.44,15.5,62.6,192.2
65.05744,18.5711,4.44,15.5,62.6,192.2
65.05744,18.5711,4.44,15.5,62.6,192.2
65.21852,18.62213,4.05,11,48.9,289.3
65.21852,18.62213,4.05,11,48.9,289.3
65.21852,18.62213,4.05,11,48.9,289.3
65.37961,18.67383,4.14,1.7,25.8,33
65.37961,18.67383,4.14,1.7,25.8,33
65.37961,18.67383,4.14,1.7,25.8,33
65.37961,18.67383,4.14,1.7,25.8,33
66.79374,19.15932,4.46,7.2,20.6,145.2
66.79374,19.15932,4.46,7.2,20.6,145.2
66.79374,19.15932,4.46,7.2,20.6,145.2
66.79374,19.15932,4.46,7.2,20.6,145.2
64.12466,18.32961,4.5,1.9,37.9,65.2
64.12466,18.32961,4.5,1.9,37.9,65.2
64.12466,18.32961,4.5,1.9,37.9,65.2
64.12466,18.32961,4.5,1.9,37.9,65.2
65.35946,18.7104,4.43,0.9,< LOD,31.1
65.35946,18.7104,4.43,0.9,< LOD,31.1
65.35946,18.7104,4.43,0.9,< LOD,31.1
65.35946,18.7104,4.43,0.9,< LOD,31.1
65.64582,18.80436,3.97,3.5,12.7,148.5
65.64582,18.80436,3.97,3.5,12.7,148.5
65.64582,18.80436,3.97,3.5,12.7,148.5
65.8069,18.85821,4.44,1.9,19,53.1
65.8069,18.85821,4.44,1.9,19,53.1
65.8069,18.85821,4.44,1.9,19,53.1
65.8069,18.85821,4.44,1.9,19,53.1
64.17619,18.38599,5.05,0.8,20.4,35.3
64.17619,18.38599,5.05,0.8,20.4,35.3
64.17619,18.38599,5.05,0.8,20.4,35.3
64.17619,18.38599,5.05,0.8,20.4,35.3
64.37302,18.44471,4.37,1.4,< LOD,29.1
64.37302,18.44471,4.37,1.4,< LOD,29.1
64.37302,18.44471,4.37,1.4,< LOD,29.1
64.37302,18.44471,4.37,1.4,< LOD,29.1
64.65931,18.53178,4.42,5.1,21,133.1
64.65931,18.53178,4.42,5.1,21,133.1
64.65931,18.53178,4.42,5.1,21,133.1
64.65931,18.53178,4.42,5.1,21,133.1
65.0172,18.64351,4.54,3.2,< LOD,65.7
65.0172,18.64351,4.54,3.2,< LOD,65.7
65.0172,18.64351,4.54,3.2,< LOD,65.7
65.0172,18.64351,4.54,3.2,< LOD,65.7
65.78671,18.8952,4.48,6.2,19.9,194.5
65.78671,18.8952,4.48,6.2,19.9,194.5
65.78671,18.8952,4.48,6.2,19.9,194.5
65.78671,18.8952,4.48,6.2,19.9,194.5
66.59208,19.17678,4.06,0.9,11.5,32.8
66.59208,19.17678,4.06,0.9,11.5,32.8
66.59208,19.17678,4.06,0.9,11.5,32.8
66.59208,19.17678,4.06,0.9,11.5,32.8
64.58554,18.55101,4.81,1.1,20.2,34.8
64.58554,18.55101,4.81,1.1,20.2,34.8
64.58554,18.55101,4.81,1.1,20.2,34.8
64.58554,18.55101,4.81,1.1,20.2,34.8
66.67917,19.25377,4.56,2,< LOD,46.9
66.67917,19.25377,4.56,2,< LOD,46.9
68.1288,19.82122,4.87,24.5,17.7,108.7
68.1288,19.82122,4.87,24.5,17.7,108.7
67.82202,19.74235,4.39,1.3,34.7,53.1
67.82202,19.74235,4.39,1.3,34.7,53.1
67.82202,19.74235,4.39,1.3,34.7,53.1
67.82202,19.74235,4.39,1.3,34.7,53.1
64.29489,18.54556,4.6,1.2,< LOD,25.3
64.29489,18.54556,4.6,1.2,< LOD,25.3
64.29489,18.54556,4.6,1.2,< LOD,25.3
64.29489,18.54556,4.6,1.2,< LOD,25.3
64.67055,18.66122,4.88,0.8,30.1,30.2
64.67055,18.66122,4.88,0.8,30.1,30.2
64.67055,18.66122,4.88,0.8,30.1,30.2
64.67055,18.66122,4.88,0.8,30.1,30.2
65.38615,18.89154,5.2,1.4,< LOD,33.6
65.38615,18.89154,5.2,1.4,< LOD,33.6
65.38615,18.89154,5.2,1.4,< LOD,33.6
65.38615,18.89154,5.2,1.4,< LOD,33.6
65.74396,19.01194,4.65,11.5,10.5,170.1
65.74396,19.01194,4.65,11.5,10.5,170.1
65.74396,19.01194,4.65,11.5,10.5,170.1
65.74396,19.01194,4.65,11.5,10.5,170.1
65.34806,18.92201,4.38,1.2,27.1,22.5
65.34806,18.92201,4.38,1.2,27.1,22.5
65.34806,18.92201,4.38,1.2,27.1,22.5
64.97013,18.84093,3.78,9.8,30,257.7
64.97013,18.84093,3.78,9.8,30,257.7
64.97013,18.84093,3.78,9.8,30,257.7
64.97013,18.84093,3.78,9.8,30,257.7
66.06125,19.21032,4.37,0.3,< LOD,20.4
66.06125,19.21032,4.37,0.3,< LOD,20.4
66.06125,19.21032,4.37,0.3,< LOD,20.4
66.06125,19.21032,4.37,0.3,< LOD,20.4
66.09703,19.22301,4.79,1.2,11.7,30.4
66.09703,19.22301,4.79,1.2,11.7,30.4
66.09703,19.22301,4.79,1.2,11.7,30.4
66.09703,19.22301,4.79,1.2,11.7,30.4
66.54423,19.38507,5.2,0.9,17.4,40.2
66.54423,19.38507,5.2,0.9,17.4,40.2
66.54423,19.38507,5.2,0.9,17.4,40.2
66.54423,19.38507,5.2,0.9,17.4,40.2
64.27036,18.66232,4.71,0.7,< LOD,16.1
64.27036,18.66232,4.71,0.7,< LOD,16.1
64.27036,18.66232,4.71,0.7,< LOD,16.1
64.27036,18.66232,4.71,0.7,< LOD,16.1
63.87472,18.58352,4.22,17.7,24.7,421.8
63.87472,18.58352,4.22,17.7,24.7,421.8
63.87472,18.58352,4.22,17.7,24.7,421.8
64.71518,18.84348,4.84,3.2,< LOD,60.4
64.71518,18.84348,4.84,3.2,< LOD,60.4
64.71518,18.84348,4.84,3.2,< LOD,60.4
64.71518,18.84348,4.84,3.2,< LOD,60.4
64.87613,18.8953,4.08,1.4,< LOD,84.6
64.87613,18.8953,4.08,1.4,< LOD,84.6
64.87613,18.8953,4.08,1.4,< LOD,84.6
64.87613,18.8953,4.08,1.4,< LOD,84.6
65.14205,19.02518,4.26,0.6,17.4,28.7
65.14205,19.02518,4.26,0.6,17.4,28.7
65.14205,19.02518,4.26,0.6,17.4,28.7
65.14205,19.02518,4.26,0.6,17.4,28.7
65.6916,19.29964,4.88,1.3,11.7,48.5
65.6916,19.29964,4.88,1.3,11.7,48.5
65.6916,19.29964,4.88,1.3,11.7,48.5
65.6916,19.29964,4.88,1.3,11.7,48.5
66.65705,19.65367,5.14,0.8,< LOD,40.5
66.65705,19.65367,5.14,0.8,< LOD,40.5
66.65705,19.65367,5.14,0.8,< LOD,40.5
66.65705,19.65367,5.14,0.8,< LOD,40.5
65.17076,19.16317,4.09,1,21.9,37.3
65.17076,19.16317,4.09,1,21.9,37.3
65.17076,19.16317,4.09,1,21.9,37.3
65.17076,19.16317,4.09,1,21.9,37.3
66.99419,19.83047,4.99,0.6,12.2,22.3
66.99419,19.83047,4.99,0.6,12.2,22.3
66.99419,19.83047,4.99,0.6,12.2,22.3
66.99419,19.83047,4.99,0.6,12.2,22.3
63.95293,18.81173,4.46,0.4,< LOD,13.4
63.95293,18.81173,4.46,0.4,< LOD,13.4
63.95293,18.81173,4.46,0.4,< LOD,13.4
63.95293,18.81173,4.46,0.4,< LOD,13.4
64.07805,18.85048,4.19,8.2,42.3,165.1
64.07805,18.85048,4.19,8.2,42.3,165.1
64.07805,18.85048,4.19,8.2,42.3,165.1
64.07805,18.85048,4.19,8.2,42.3,165.1
64.56065,19.00363,4.38,0.9,23,38.5
64.56065,19.00363,4.38,0.9,23,38.5
64.56065,19.00363,4.38,0.9,23,38.5
64.56065,19.00363,4.38,0.9,23,38.5
66.52688,19.69445,5.0,1.3,< LOD,30.2
66.52688,19.69445,5.0,1.3,< LOD,30.2
66.52688,19.69445,5.0,1.3,< LOD,30.2
66.52688,19.69445,5.0,1.3,< LOD,30.2
67.93895,20.26858,4.49,0.8,19.7,27.4
67.93895,20.26858,4.49,0.8,19.7,27.4
67.93895,20.26858,4.49,0.8,19.7,27.4
67.93895,20.26858,4.49,0.8,19.7,27.4
63.87917,18.82991,4.46,0.6,< LOD,15.4
63.87917,18.82991,4.46,0.6,< LOD,15.4
63.87917,18.82991,4.46,0.6,< LOD,15.4
63.87917,18.82991,4.46,0.6,< LOD,15.4
64.84429,19.13875,4.79,0.8,19.1,33.8
64.84429,19.13875,4.79,0.8,19.1,33.8
64.84429,19.13875,4.79,0.8,19.1,33.8
64.84429,19.13875,4.79,0.8,19.1,33.8
65.00514,19.19261,4.37,0.6,17.1,30.9
65.00514,19.19261,4.37,0.6,17.1,30.9
65.00514,19.19261,4.37,0.6,17.1,30.9
65.00514,19.19261,4.37,0.6,17.1,30.9
67.0248,19.93469,4.84,1.5,22.1,63.9
67.0248,19.93469,4.84,1.5,22.1,63.9
67.0248,19.93469,4.84,1.5,22.1,63.9
67.95413,20.32305,4.61,1.4,< LOD,43.3
67.95413,20.32305,4.61,1.4,< LOD,43.3
64.78831,19.1624,4.0,7.4,30.2,245
64.78831,19.1624,4.0,7.4,30.2,245
64.78831,19.1624,4.0,7.4,30.2,245
64.78831,19.1624,4.0,7.4,30.2,245
65.52103,19.41362,4.48,1.2,26.2,49.2
65.52103,19.41362,4.48,1.2,26.2,49.2
65.52103,19.41362,4.48,1.2,26.2,49.2
65.52103,19.41362,4.48,1.2,26.2,49.2
65.59252,19.43896,4.69,0.7,20.2,25.5
65.59252,19.43896,4.69,0.7,20.2,25.5
65.59252,19.43896,4.69,0.7,20.2,25.5
65.59252,19.43896,4.69,0.7,20.2,25.5
66.07505,19.61406,4.58,1.8,< LOD,39.4
66.07505,19.61406,4.58,1.8,< LOD,39.4
66.07505,19.61406,4.58,1.8,< LOD,39.4
66.07505,19.61406,4.58,1.8,< LOD,39.4
66.48608,19.76903,4.53,9.1,13.8,77.6
66.48608,19.76903,4.53,9.1,13.8,77.6
66.48608,19.76903,4.53,9.1,13.8,77.6
66.34059,19.75835,4.32,0.5,< LOD,23.4
66.34059,19.75835,4.32,0.5,< LOD,23.4
66.34059,19.75835,4.32,0.5,< LOD,23.4
65.17665,19.37933,4.77,0.7,15.9,20.9
65.17665,19.37933,4.77,0.7,15.9,20.9
65.17665,19.37933,4.77,0.7,15.9,20.9
66.46312,19.85028,4.56,2.3,< LOD,34.9
66.46312,19.85028,4.56,2.3,< LOD,34.9
66.46312,19.85028,4.56,2.3,< LOD,34.9
64.19159,19.09257,4.74,1.8,< LOD,21.7
64.19159,19.09257,4.74,1.8,< LOD,21.7
64.19159,19.09257,4.74,1.8,< LOD,21.7
64.19159,19.09257,4.74,1.8,< LOD,21.7
64.63824,19.23877,5.32,3.1,11.2,91.4
64.63824,19.23877,5.32,3.1,11.2,91.4
64.63824,19.23877,5.32,3.1,11.2,91.4
64.63824,19.23877,5.32,3.1,11.2,91.4
64.79904,19.2927,4.43,1.4,< LOD,48.5
64.79904,19.2927,4.43,1.4,< LOD,48.5
64.79904,19.2927,4.43,1.4,< LOD,48.5
64.79904,19.2927,4.43,1.4,< LOD,48.5
65.63874,19.58623,4.01,1.8,17,100.3
65.63874,19.58623,4.01,1.8,17,100.3
65.63874,19.58623,4.01,1.8,17,100.3
65.63874,19.58623,4.01,1.8,17,100.3
66.72853,19.99961,5.26,12.4,17.7,321.3
66.72853,19.99961,5.26,12.4,17.7,321.3
64.97528,19.39516,5.0,0.9,< LOD,23.4
64.97528,19.39516,5.0,0.9,< LOD,23.4
64.97528,19.39516,5.0,0.9,< LOD,23.4
64.97528,19.39516,5.0,0.9,< LOD,23.4
67.83334,20.50897,4.88,1,19.3,33.2
67.83334,20.50897,4.88,1,19.3,33.2
67.83334,20.50897,4.88,1,19.3,33.2
67.83334,20.50897,4.88,1,19.3,33.2
63.90109,19.08205,4.16,2.5,11.9,87.1
63.90109,19.08205,4.16,2.5,11.9,87.1
63.90109,19.08205,4.16,2.5,11.9,87.1
63.90109,19.08205,4.16,2.5,11.9,87.1
64.25834,19.19695,4.92,0.6,< LOD,20.2
64.25834,19.19695,4.92,0.6,< LOD,20.2
64.25834,19.19695,4.92,0.6,< LOD,20.2
64.25834,19.19695,4.92,0.6,< LOD,20.2
66.15175,19.86498,4.37,0.6,< LOD,29.1
66.15175,19.86498,4.37,0.6,< LOD,29.1
66.15175,19.86498,4.37,0.6,< LOD,29.1
66.15175,19.86498,4.37,0.6,< LOD,29.1
64.50603,19.32036,4.16,0.9,< LOD,47.4
64.50603,19.32036,4.16,0.9,< LOD,47.4
64.50603,19.32036,4.16,0.9,< LOD,47.4
64.50603,19.32036,4.16,0.9,< LOD,47.4
65.04185,19.50342,5.48,17.6,20.8,277.6
65.04185,19.50342,5.48,17.6,20.8,277.6
65.04185,19.50342,5.48,17.6,20.8,277.6
65.04185,19.50342,5.48,17.6,20.8,277.6
66.59567,20.08296,4.66,0.9,35.8,42.3
66.59567,20.08296,4.66,0.9,35.8,42.3
66.59567,20.08296,4.66,0.9,35.8,42.3
66.14661,19.952,5.09,0.6,10.4,25
66.14661,19.952,5.09,0.6,10.4,25
66.14661,19.952,5.09,0.6,10.4,25
66.14661,19.952,5.09,0.6,10.4,25
65.94761,19.92021,3.98,10,26.4,425.4
65.94761,19.92021,3.98,10,26.4,425.4
65.94761,19.92021,3.98,10,26.4,425.4
66.42971,20.10732,4.74,2.3,72.5,49.1
66.42971,20.10732,4.74,2.3,72.5,49.1
66.42971,20.10732,4.74,2.3,72.5,49.1
67.07247,20.36935,4.2,1.4,18.5,53.1
67.07247,20.36935,4.2,1.4,18.5,53.1
67.07247,20.36935,4.2,1.4,18.5,53.1
67.07247,20.36935,4.2,1.4,18.5,53.1
64.05238,19.29486,5.0,1.4,< LOD,45.2
64.05238,19.29486,5.0,1.4,< LOD,45.2
64.05238,19.29486,5.0,1.4,< LOD,45.2
64.05238,19.29486,5.0,1.4,< LOD,45.2
64.21308,19.34771,4.68,3.1,20.4,68.2
64.21308,19.34771,4.68,3.1,20.4,68.2
64.21308,19.34771,4.68,3.1,20.4,68.2
64.21308,19.34771,4.68,3.1,20.4,68.2
65.01659,19.62244,4.86,0.7,36.1,25
65.01659,19.62244,4.86,0.7,36.1,25
65.01659,19.62244,4.86,0.7,36.1,25
65.01659,19.62244,4.86,0.7,36.1,25
65.49867,19.79616,5.01,0.9,45.7,35.5
65.49867,19.79616,5.01,0.9,45.7,35.5
65.49867,19.79616,5.01,0.9,45.7,35.5
65.49867,19.79616,5.01,0.9,45.7,35.5
66.49849,20.17979,4.75,0.6,29,29
66.49849,20.17979,4.75,0.6,29,29
66.49849,20.17979,4.75,0.6,29,29
66.69487,20.25911,4.91,0.9,20.9,25.1
66.69487,20.25911,4.91,0.9,20.9,25.1
66.69487,20.25911,4.91,0.9,20.9,25.1
64.35107,19.47682,4.05,1.6,12.9,95.5
64.35107,19.47682,4.05,1.6,12.9,95.5
64.35107,19.47682,4.05,1.6,12.9,95.5
64.35107,19.47682,4.05,1.6,12.9,95.5
64.95804,19.68687,5.05,1.8,23.5,64.2
64.95804,19.68687,5.05,1.8,23.5,64.2
64.95804,19.68687,5.05,1.8,23.5,64.2
64.95804,19.68687,5.05,1.8,23.5,64.2
65.22582,19.7829,4.89,26.5,56.4,84.8
65.22582,19.7829,4.89,26.5,56.4,84.8
65.22582,19.7829,4.89,26.5,56.4,84.8
65.22582,19.7829,4.89,26.5,56.4,84.8
65.63639,19.93435,4.98,7.3,21.9,159.5
65.63639,19.93435,4.98,7.3,21.9,159.5
65.63639,19.93435,4.98,7.3,21.9,159.5
65.63639,19.93435,4.98,7.3,21.9,159.5
66.18975,20.14697,4.71,0.7,38.6,31.9
66.18975,20.14697,4.71,0.7,38.6,31.9
66.18975,20.14697,4.71,0.7,38.6,31.9
66.18975,20.14697,4.71,0.7,38.6,31.9
65.09834,19.77968,4.15,16.7,20.9,181.7
65.09834,19.77968,4.15,16.7,20.9,181.7
65.09834,19.77968,4.15,16.7,20.9,181.7
65.09834,19.77968,4.15,16.7,20.9,181.7
65.58027,19.95689,4.95,0.8,< LOD,25.6
65.58027,19.95689,4.95,0.8,< LOD,25.6
65.58027,19.95689,4.95,0.8,< LOD,25.6
65.58027,19.95689,4.95,0.8,< LOD,25.6
66.54405,20.33374,4.7,0.6,24.6,32.3
66.54405,20.33374,4.7,0.6,24.6,32.3
66.54405,20.33374,4.7,0.6,24.6,32.3
66.54405,20.33374,4.7,0.6,24.6,32.3
67.75748,20.85594,4.61,0.9,31.4,29.5
67.75748,20.85594,4.61,0.9,31.4,29.5
67.75748,20.85594,4.61,0.9,31.4,29.5
65.11365,19.82799,4.73,0.7,12.3,26.2
65.11365,19.82799,4.73,0.7,12.3,26.2
65.11365,19.82799,4.73,0.7,12.3,26.2
65.11365,19.82799,4.73,0.7,12.3,26.2
65.39922,19.93273,4.1,4,23.4,118.1
65.39922,19.93273,4.1,4,23.4,118.1
65.39922,19.93273,4.1,4,23.4,118.1
65.39922,19.93273,4.1,4,23.4,118.1
65.55984,19.99275,4.79,0.6,10.4,24.9
65.55984,19.99275,4.79,0.6,10.4,24.9
65.55984,19.99275,4.79,0.6,10.4,24.9
65.55984,19.99275,4.79,0.6,10.4,24.9
64.20092,19.55055,5.42,1.1,< LOD,67.9
64.20092,19.55055,5.42,1.1,< LOD,67.9
64.20092,19.55055,5.42,1.1,< LOD,67.9
64.20092,19.55055,5.42,1.1,< LOD,67.9
66.16396,20.27049,4.16,0.6,< LOD,24.9
66.16396,20.27049,4.16,0.6,< LOD,24.9
66.16396,20.27049,4.16,0.6,< LOD,24.9
66.16396,20.27049,4.16,0.6,< LOD,24.9
66.61003,20.45142,4.81,5.4,< LOD,100.1
66.61003,20.45142,4.81,5.4,< LOD,100.1
66.61003,20.45142,4.81,5.4,< LOD,100.1
66.61003,20.45142,4.81,5.4,< LOD,100.1
63.84154,19.47162,5.01,5.4,11,22.7
63.84154,19.47162,5.01,5.4,11,22.7
63.84154,19.47162,5.01,5.4,11,22.7
63.84154,19.47162,5.01,5.4,11,22.7
64.69813,19.7642,4.48,19.1,19.6,80.1
64.69813,19.7642,4.48,19.1,19.6,80.1
64.69813,19.7642,4.48,19.1,19.6,80.1
64.69813,19.7642,4.48,19.1,19.6,80.1
64.9658,19.85984,5.01,0.7,32.5,22.5
64.9658,19.85984,5.01,0.7,32.5,22.5
64.9658,19.85984,5.01,0.7,32.5,22.5
64.9658,19.85984,5.01,0.7,32.5,22.5
66.08993,20.28557,5.28,1.2,14.3,50.3
66.08993,20.28557,5.28,1.2,14.3,50.3
66.08993,20.28557,5.28,1.2,14.3,50.3
66.08993,20.28557,5.28,1.2,14.3,50.3
65.73045,20.18884,4.66,0.9,16.8,22.1
65.73045,20.18884,4.66,0.9,16.8,22.1
65.73045,20.18884,4.66,0.9,16.8,22.1
65.73045,20.18884,4.66,0.9,16.8,22.1
66.44404,20.4734,4.63,0.8,< LOD,25.8
66.44404,20.4734,4.63,0.8,< LOD,25.8
66.44404,20.4734,4.63,0.8,< LOD,25.8
66.44404,20.4734,4.63,0.8,< LOD,25.8
67.08618,20.74504,4.49,0.6,< LOD,15.5
67.08618,20.74504,4.49,0.6,< LOD,15.5
67.08618,20.74504,4.49,0.6,< LOD,15.5
67.08618,20.74504,4.49,0.6,< LOD,15.5
64.63955,19.82766,4.28,0.8,34.7,28.7
64.63955,19.82766,4.28,0.8,34.7,28.7
64.63955,19.82766,4.28,0.8,34.7,28.7
64.63955,19.82766,4.28,0.8,34.7,28.7
64.80012,19.88501,5.03,0.9,< LOD,23.4
64.80012,19.88501,5.03,0.9,< LOD,23.4
64.80012,19.88501,5.03,0.9,< LOD,23.4
64.80012,19.88501,5.03,0.9,< LOD,23.4
65.28182,20.06166,4.96,0.9,< LOD,30.2
65.28182,20.06166,4.96,0.9,< LOD,30.2
65.28182,20.06166,4.96,0.9,< LOD,30.2
65.28182,20.06166,4.96,0.9,< LOD,30.2
63.58442,19.50909,4.26,13.5,25.7,241
63.58442,19.50909,4.26,13.5,25.7,241
63.58442,19.50909,4.26,13.5,25.7,241
63.58442,19.50909,4.26,13.5,25.7,241
